📺央视频道,#genre#
北京卫视,http://120.202.94.181:9446/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://114.226.2.174:4022/rtp/239.49.8.141:6000
湖北卫视,http://111.26.109.75:19020/hls/47/index.m3u8
湖北卫视,http://124.93.18.239:9003/hls/38/index.m3u8
湖北卫视,http://114.254.83.46:8888/rtp/239.3.1.138:8044
湖北卫视,http://114.226.2.174:4022/rtp/239.49.8.147:6000
湖北卫视,http://61.184.46.85:85/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://120.202.94.181:9446/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://111.26.109.75:19020/hls/44/index.m3u8
黑龙江卫视,http://124.93.18.239:9003/hls/53/index.m3u8
黑龙江卫视,http://114.254.83.46:8888/rtp/239.3.1.133:8016
黑龙江卫视,http://61.184.46.85:85/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://124.116.183.146:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDUvaW5kZXgubTN1OA==
安徽卫视,http://111.26.109.75:19020/hls/37/index.m3u8
安徽卫视,http://124.93.18.239:9003/hls/31/index.m3u8
安徽卫视,http://114.254.83.46:8888/rtp/239.3.1.211:8064
安徽卫视,http://61.184.46.85:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://124.116.183.146:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMjAvaW5kZXgubTN1OA==
重庆卫视,http://111.26.109.75:19020/hls/48/index.m3u8
重庆卫视,http://114.254.83.46:8888/rtp/239.3.1.122:8160
重庆卫视,http://114.226.2.174:4022/rtp/239.49.8.149:6000
重庆卫视,http://124.116.183.146:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://61.184.46.85:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.26.109.75:19020/hls/32/index.m3u8
东方卫视,http://114.254.83.46:8888/rtp/239.3.1.136:8032
东方卫视,http://61.184.46.85:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMzgvaW5kZXgubTN1OA==
东南卫视,http://111.26.109.75:19020/hls/46/index.m3u8
东南卫视,http://114.254.83.46:8888/rtp/239.3.1.156:8148
东南卫视,http://61.184.46.85:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://111.26.109.75:19020/hls/56/index.m3u8
甘肃卫视,http://124.93.18.239:9003/hls/51/index.m3u8
广西卫视,http://111.26.109.75:19020/hls/50/index.m3u8
广西卫视,http://124.93.18.239:9003/hls/37/index.m3u8
广西卫视,http://114.254.83.46:8888/rtp/239.3.1.39:8300
广西卫视,http://114.226.2.174:4022/rtp/239.49.1.40:6000
贵州卫视,http://111.26.109.75:19020/hls/43/index.m3u8
贵州卫视,http://124.93.18.239:9003/hls/33/index.m3u8
贵州卫视,http://114.254.83.46:8888/rtp/239.3.1.149:8076
贵州卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMTYvaW5kZXgubTN1OA==
海南卫视,http://124.93.18.239:9003/hls/43/index.m3u8
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
海南卫视,http://114.254.83.46:8888/rtp/239.3.1.45:8304
海南卫视,http://61.184.46.85:85/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDIvaW5kZXgubTN1OA==
河北卫视,http://111.26.109.75:19020/hls/45/index.m3u8
河北卫视,http://124.93.18.239:9003/hls/40/index.m3u8
河北卫视,http://114.226.2.174:4022/rtp/239.49.8.188:6000
河北卫视,http://114.254.83.46:8888/rtp/239.3.1.148:8072
河北卫视,http://61.184.46.85:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvNDEvaW5kZXgubTN1OA==
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://111.26.109.75:19020/hls/51/index.m3u8
河南卫视,http://124.93.18.239:9003/hls/41/index.m3u8
河南卫视,http://61.184.46.85:85/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMjcvaW5kZXgubTN1OA==
吉林卫视,http://111.26.109.75:19020/hls/20/index.m3u8
吉林卫视,http://124.93.18.239:9003/hls/49/index.m3u8
吉林卫视,http://114.254.83.46:8888/rtp/239.3.1.240:8172
吉林卫视,http://114.226.2.174:4022/rtp/239.49.1.49:6000
江苏卫视,http://111.26.109.75:19020/hls/33/index.m3u8
江苏卫视,http://124.93.18.239:9003/hls/30/index.m3u8
江苏卫视,http://120.202.94.181:9446/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://114.254.83.46:8888/rtp/239.3.1.135:8028
江苏卫视,http://61.184.46.85:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMTkvaW5kZXgubTN1OA==
江西卫视,http://111.26.109.75:19020/hls/54/index.m3u8
江西卫视,http://124.93.18.239:9003/hls/39/index.m3u8
江西卫视,http://114.254.83.46:8888/rtp/239.3.1.123:8164
